OrderDetailID,SaleID,ProductID,Quantity,UnitPrice,Discount,LineTotal
3868,1307,159,3,4611.27,260.57,13573.24
3869,1308,56,4,3115.35,205.64,12255.76
3870,1308,278,5,6980.84,310.67,34593.53
3871,1308,241,2,9409.67,334.33,18485.01
3872,1309,47,2,7008.23,297.62,13718.84
3873,1309,102,5,6841.78,132.87,34076.03
3874,1309,142,3,9762.98,145.13,29143.81
3875,1309,57,5,5218.41,309.51,25782.54
3876,1309,83,2,1343.83,385.11,2302.55
3877,1310,33,2,7514.07,45.82,14982.32
3878,1310,244,1,2810.74,461.6,2349.14
3879,1310,2,4,9323.08,142.91,37149.41
3880,1310,202,3,5433.37,314.16,15985.95
3881,1311,242,5,1946.36,239.96,9491.84
3882,1311,270,1,5375.29,499.15,4876.14
3883,1312,231,1,2329.2,363.06,1966.14
3884,1312,176,5,8821.7,236.08,43872.42
3885,1312,129,2,4411.11,96.63,8725.59
3886,1312,231,2,7470.97,55.67,14886.27
3887,1312,239,5,1481.75,314.15,7094.6
3888,1313,143,5,6647.25,146.83,33089.42
3889,1314,232,3,9516.98,108.73,28442.21
3890,1314,144,4,7960.09,389.26,31451.1
3891,1314,257,5,5323.35,105.18,26511.57
3892,1314,2,2,4064.85,317.69,7812.01
3893,1315,290,4,6151.64,125.01,24481.55
3894,1315,173,1,6224.87,196.33,6028.54
3895,1316,248,3,1310.51,405.47,3526.06
3896,1316,221,4,5948.94,414.78,23380.98
3897,1316,300,3,8746.93,312.15,25928.64
3898,1317,80,4,947.13,16.04,3772.48
3899,1317,126,3,7986.98,105.74,23855.2
3900,1317,236,2,3150.44,497.7,5803.18
3901,1317,97,2,895.1,20.79,1769.41
3902,1317,96,1,6224.25,434.77,5789.48
3903,1318,127,2,531.15,163.42,898.88
3904,1319,65,4,7381.08,319.65,29204.67
3905,1320,71,3,3815.01,298.98,11146.05
3906,1320,13,2,3876.11,104.94,7647.28
3907,1320,273,4,7368.23,407.15,29065.77
3908,1321,197,3,9572.03,235.91,28480.18
3909,1321,210,1,7078.73,215.15,6863.58
3910,1321,92,4,9185.74,455.08,36287.88
3911,1321,104,3,5020.35,61.78,14999.27
3912,1321,270,1,1401.08,48.62,1352.46
3913,1322,207,3,7242.73,245.75,21482.44
3914,1322,282,2,4950.3,123.99,9776.61
3915,1322,99,5,9438.52,427.07,46765.53
3916,1322,30,5,8054.88,440.81,39833.59
3917,1322,173,5,3896.66,211.31,19271.99
3918,1323,159,3,1373.63,298.92,3821.97
3919,1323,234,3,4933.53,97.47,14703.12
3920,1323,171,2,8177.86,350.92,16004.8
3921,1323,40,3,8646.95,113.99,25826.86
3922,1323,21,2,1464.47,290.83,2638.11
3923,1324,90,2,6109.31,14.87,12203.75
3924,1325,229,1,1640.96,67.91,1573.05
3925,1325,74,1,3579.29,262.91,3316.38
3926,1326,36,3,5922.06,152.41,17613.77
3927,1326,65,3,2939.78,356.49,8462.85
3928,1326,202,5,3191.92,220.43,15739.17
3929,1326,283,1,9574.1,317.95,9256.15
3930,1326,110,2,7849.61,409.69,15289.53
3931,1327,122,1,1467.89,354.64,1113.25
3932,1327,214,3,9881.59,386.53,29258.24
3933,1327,177,3,7276.58,301.98,21527.76
3934,1327,155,1,7898.22,207.02,7691.2
3935,1327,89,2,414.78,148.79,680.77
3936,1328,254,4,4327.51,261.93,17048.11
3937,1328,250,1,6439.42,262.78,6176.64
3938,1329,223,3,8802.93,312.22,26096.57
3939,1329,137,5,6956.4,231.91,34550.09
3940,1329,46,2,5850.73,239.13,11462.33
3941,1330,158,3,7262.44,339.52,21447.8
3942,1331,181,4,8597.45,438.31,33951.49
3943,1332,158,4,437.85,378.53,1372.87
3944,1332,264,3,8661.26,407.37,25576.41
3945,1332,116,5,8368.4,472.95,41369.05
3946,1332,147,1,9014.46,468.15,8546.31
3947,1333,193,3,6209.19,328.45,18299.12
3948,1333,89,4,5013.77,461.43,19593.65
3949,1333,140,2,4208.47,307.84,8109.1
3950,1333,9,4,4474.52,67.29,17830.79
3951,1334,184,4,7865.23,468.7,30992.22
3952,1334,33,5,6822.09,326.76,33783.69
3953,1335,51,1,8986.7,295.72,8690.98
3954,1335,207,5,4985.4,237.23,24689.77
3955,1335,103,5,9040.3,302.28,44899.22
3956,1335,97,2,647.67,6.91,1288.43
3957,1335,66,4,2220.05,485.16,8395.04
3958,1336,300,4,2667.55,337.1,10333.1
3959,1336,31,2,9387.96,222.72,18553.2
3960,1337,128,2,9486.99,443.73,18530.25
3961,1338,227,3,8209.6,300.61,24328.19
3962,1338,51,2,3559.37,301.61,6817.13
3963,1339,36,2,9427.66,227.95,18627.37
3964,1340,11,5,4207.09,178.13,20857.32
3965,1341,91,2,4999.21,69.32,9929.1
3966,1342,293,1,1445.32,78.77,1366.55
3967,1342,156,1,5903.53,207.75,5695.78
3968,1342,96,1,4623.08,418.68,4204.4
3969,1342,169,5,3650.2,3.09,18247.91
3970,1342,125,5,1103.53,91.65,5426.0
3971,1343,192,4,4879.29,96.77,19420.39
3972,1343,189,2,631.82,7.05,1256.59
3973,1343,107,4,9592.09,86.88,38281.48
3974,1344,114,2,4657.52,22.62,9292.42
3975,1344,120,4,1385.6,358.48,5183.92
3976,1345,119,4,4074.84,425.69,15873.67
3977,1346,205,2,5957.73,36.62,11878.84
3978,1346,156,3,6762.63,197.09,20090.8
3979,1346,271,4,948.67,238.8,3555.88
3980,1346,294,1,4526.37,169.78,4356.59
3981,1346,140,4,3505.83,235.55,13787.77
3982,1347,210,3,5343.08,239.48,15789.76
3983,1347,241,3,6717.84,375.41,19778.11
3984,1348,37,3,1946.36,345.6,5493.48
3985,1348,117,5,2102.36,243.09,10268.71
3986,1349,202,5,6966.45,18.55,34813.7
3987,1349,191,1,3795.99,156.67,3639.32
3988,1350,194,4,570.78,235.86,2047.26
3989,1350,229,4,7531.49,208.27,29917.69
3990,1350,9,4,2048.25,74.45,8118.55
3991,1350,246,3,8216.57,51.74,24597.97
3992,1351,281,5,8583.92,23.35,42896.25
3993,1351,38,1,9569.49,372.09,9197.4
3994,1352,163,5,2803.85,370.29,13648.96
3995,1352,140,2,8156.17,16.97,16295.37
3996,1352,227,1,9183.96,177.32,9006.64
3997,1352,282,3,9393.88,227.39,27954.25
3998,1353,266,4,5625.13,327.05,22173.47
3999,1353,239,2,7075.59,441.53,13709.65
4000,1354,45,1,4659.32,6.45,4652.87
4001,1354,273,3,9494.16,144.5,28337.98
4002,1354,291,2,4616.68,178.65,9054.71
4003,1355,71,2,1249.56,65.35,2433.77
4004,1355,268,2,8411.95,33.54,16790.36
4005,1356,160,2,4325.51,303.48,8347.54
4006,1356,253,5,4674.26,351.1,23020.2
4007,1357,37,1,1082.61,83.4,999.21
4008,1357,126,5,9861.68,461.82,48846.58
4009,1358,55,1,6214.99,138.58,6076.41
4010,1358,74,5,2566.55,299.93,12532.82
4011,1358,68,2,1648.02,462.57,2833.47
4012,1359,61,3,1473.09,143.18,4276.09
4013,1359,54,3,2878.19,100.13,8534.44
4014,1360,282,3,7569.76,258.95,22450.33
4015,1360,76,4,4478.07,168.46,17743.82
4016,1360,163,5,8633.32,95.44,43071.16
4017,1361,9,5,6388.25,173.64,31767.61
4018,1361,60,5,8733.64,105.18,43563.02
4019,1361,62,2,209.99,241.03,178.95
4020,1361,299,4,8605.28,483.05,33938.07
4021,1362,97,3,3286.25,427.79,9430.96
4022,1362,144,4,4511.03,321.32,17722.8
4023,1363,237,2,8637.94,395.95,16879.93
4024,1363,174,3,7982.52,207.47,23740.09
4025,1363,191,5,6078.46,145.82,30246.48
4026,1364,166,1,1109.56,205.11,904.45
4027,1364,47,3,5776.08,352.33,16975.91
4028,1365,156,3,8270.44,434.67,24376.65
4029,1365,83,2,6184.35,466.0,11902.7
4030,1365,79,1,7291.05,298.27,6992.78
4031,1366,117,4,2537.22,357.52,9791.36
4032,1367,265,3,1214.22,334.68,3307.98
4033,1367,87,2,965.61,434.59,1496.63
4034,1367,75,3,924.37,27.0,2746.11
4035,1368,220,5,7832.77,121.6,39042.25
4036,1368,52,1,9945.18,152.73,9792.45
4037,1368,105,2,8100.22,2.14,16198.3
4038,1368,34,1,130.26,34.22,96.04
4039,1369,99,2,3283.12,381.86,6184.38
4040,1369,257,3,1371.01,442.07,3670.96
4041,1369,296,1,4663.31,57.5,4605.81
4042,1369,112,3,3035.71,338.94,8768.19
4043,1369,26,5,9776.32,445.66,48435.94
4044,1370,209,3,8751.57,230.75,26023.96
4045,1370,73,1,315.42,191.6,123.82
4046,1370,37,4,803.19,86.77,3125.99
4047,1370,269,4,4209.87,484.44,16355.04
4048,1371,265,1,2039.76,27.48,2012.28
4049,1371,66,2,2485.38,279.66,4691.1
4050,1372,145,2,5430.46,376.83,10484.09
4051,1372,117,4,2578.02,315.41,9996.67
4052,1372,294,5,6332.6,172.63,31490.37
4053,1372,33,5,1639.23,114.52,8081.63
4054,1373,95,1,7500.7,479.11,7021.59
4055,1374,194,3,3816.91,341.25,11109.48
4056,1374,6,2,6059.87,217.54,11902.2
4057,1374,68,5,712.09,433.64,3126.81
4058,1375,105,2,4873.44,230.81,9516.07
4059,1376,282,5,1465.59,12.11,7315.84
4060,1377,40,1,1606.78,24.01,1582.77
4061,1377,222,4,3376.75,84.89,13422.11
4062,1377,235,1,7482.02,280.06,7201.96
4063,1377,290,5,7122.99,134.32,35480.63
4064,1378,2,4,5383.95,210.91,21324.89
4065,1378,149,5,1445.08,199.11,7026.29
4066,1379,31,2,4842.14,199.34,9484.94
4067,1379,48,1,3670.92,365.13,3305.79
4068,1379,235,1,5067.76,239.65,4828.11
4069,1380,194,3,4489.9,162.02,13307.68
4070,1381,29,2,6093.63,52.38,12134.88
4071,1381,30,2,8346.8,143.76,16549.84
4072,1382,292,2,1120.56,347.73,1893.39
4073,1382,21,3,7152.2,137.7,21318.9
4074,1382,241,5,2712.82,243.27,13320.83
4075,1382,115,1,7091.05,81.55,7009.5
4076,1382,218,5,3136.45,295.61,15386.64
4077,1383,206,4,463.08,71.76,1780.56
4078,1384,297,2,2651.79,470.87,4832.71
4079,1384,55,1,126.75,248.35,-121.6
4080,1385,223,1,6935.99,402.48,6533.51
4081,1386,211,3,4280.86,107.1,12735.48
4082,1386,185,4,1600.37,157.85,6243.63
4083,1387,138,1,8509.94,184.61,8325.33
4084,1388,122,2,448.25,227.35,669.15
4085,1388,48,4,137.9,48.87,502.73
4086,1389,189,5,4349.11,384.14,21361.41
4087,1389,215,4,2302.41,339.57,8870.07
4088,1389,127,4,1837.18,75.61,7273.11
4089,1389,32,2,6624.63,362.55,12886.71
4090,1390,170,3,7972.68,391.35,23526.69
4091,1390,205,3,1693.33,205.66,4874.33
4092,1390,136,4,2642.49,124.93,10445.03
4093,1391,184,2,2392.03,444.79,4339.27
4094,1392,209,1,2995.86,287.57,2708.29
4095,1392,20,4,8135.79,42.11,32501.05
4096,1392,289,2,3113.23,198.36,6028.1
4097,1393,105,2,1305.19,96.59,2513.79
4098,1393,234,3,1215.76,466.76,3180.52
4099,1393,61,3,319.36,228.53,729.55
4100,1393,229,5,1360.74,484.19,6319.51
4101,1393,84,3,1334.13,159.04,3843.35
4102,1394,253,5,4302.41,130.42,21381.63
4103,1395,48,5,3486.39,213.2,17218.75
4104,1395,111,1,8328.75,441.82,7886.93
4105,1396,176,1,7339.76,206.71,7133.05
4106,1397,299,1,7618.6,471.37,7147.23
4107,1398,23,1,6749.85,388.43,6361.42
4108,1398,140,5,8403.12,283.65,41731.95
4109,1398,234,3,7462.63,302.27,22085.62
4110,1398,42,4,3011.79,98.38,11948.78
4111,1399,10,5,2426.08,286.3,11844.1
4112,1399,100,1,6881.68,25.77,6855.91
4113,1399,42,2,7855.25,38.8,15671.7
4114,1399,40,5,2327.63,224.57,11413.58
4115,1400,8,1,2486.85,180.91,2305.94
4116,1400,18,5,8834.06,113.73,44056.57
4117,1400,123,1,1305.23,325.01,980.22
4118,1400,187,2,2802.61,421.72,5183.5
4119,1401,87,2,9948.36,473.22,19423.5
4120,1401,7,3,9017.7,330.25,26722.85
4121,1401,185,5,2163.12,312.43,10503.17
4122,1401,116,2,3278.66,92.44,6464.88
4123,1401,122,1,8520.92,367.51,8153.41
4124,1402,186,4,5217.12,32.13,20836.35
4125,1403,61,3,7679.37,287.05,22751.06
4126,1403,184,3,9960.11,85.99,29794.34
4127,1404,93,2,5471.89,341.49,10602.29
4128,1404,99,3,5505.29,262.47,16253.4
4129,1404,283,1,5153.9,330.98,4822.92
4130,1405,215,5,4607.33,154.96,22881.69
4131,1405,198,4,618.76,403.3,2071.74
4132,1406,179,1,3935.48,188.33,3747.15
4133,1407,82,2,8144.11,235.48,16052.74
4134,1407,149,3,7090.97,332.19,20940.72
4135,1407,185,1,9068.09,340.55,8727.54
4136,1407,254,5,2861.17,208.1,14097.75
4137,1408,114,5,5714.93,13.02,28561.63
4138,1408,170,2,7407.43,111.19,14703.67
4139,1408,67,5,7955.32,70.72,39705.88
4140,1409,238,1,3146.12,72.74,3073.38
4141,1409,266,5,5726.61,162.58,28470.47
4142,1409,300,4,2673.2,475.01,10217.79
4143,1409,86,5,9399.9,329.24,46670.26
4144,1410,225,3,7708.95,347.45,22779.4
4145,1410,77,4,7138.76,16.97,28538.07
4146,1410,80,5,3400.09,421.11,16579.34
4147,1410,87,1,2564.64,183.18,2381.46
4148,1411,166,1,2446.69,469.29,1977.4
4149,1412,203,2,6601.61,321.79,12881.43
4150,1412,42,5,2002.69,430.09,9583.36
4151,1412,117,3,5494.13,416.27,16066.12
4152,1412,89,4,6580.67,86.0,26236.68
4153,1412,46,5,7600.62,401.3,37601.8
4154,1413,198,3,4142.4,110.98,12316.22
4155,1413,115,2,128.4,367.37,-110.57
4156,1413,182,4,4237.17,237.39,16711.29
4157,1414,164,1,7142.14,265.44,6876.7
4158,1414,48,5,7654.06,319.95,37950.35
4159,1414,278,5,2872.27,344.93,14016.42
4160,1415,286,5,8272.74,425.85,40937.85
4161,1415,262,2,451.98,481.04,422.92
4162,1415,111,1,537.51,233.1,304.41
4163,1416,5,2,7725.49,415.24,15035.74
4164,1417,214,5,4863.49,230.91,24086.54
4165,1417,269,1,261.21,165.46,95.75
4166,1417,145,1,4532.52,478.78,4053.74
4167,1417,204,4,4775.99,10.63,19093.33
4168,1418,255,4,9066.93,48.71,36219.01
4169,1418,234,3,4190.96,355.87,12217.01
4170,1418,72,3,5756.51,84.84,17184.69
4171,1418,169,1,151.55,132.01,19.54
4172,1418,86,3,3691.07,244.52,10828.69
4173,1419,21,2,3744.0,45.12,7442.88
4174,1419,247,2,5871.18,281.83,11460.53
4175,1419,40,3,4761.49,330.54,13953.93
4176,1419,7,1,3945.43,437.37,3508.06
4177,1420,289,2,244.52,23.16,465.88
4178,1420,27,3,658.88,357.22,1619.42
4179,1420,116,1,4852.32,164.69,4687.63
4180,1421,42,3,3186.88,491.44,9069.2
4181,1421,242,1,2002.6,238.1,1764.5
4182,1421,291,3,7585.34,173.19,22582.83
4183,1422,8,5,5854.29,339.05,28932.4
4184,1422,243,2,7922.65,436.81,15408.49
4185,1423,57,1,5583.16,217.12,5366.04
4186,1423,209,1,9983.92,225.98,9757.94
4187,1424,13,5,1584.04,355.75,7564.45
4188,1424,157,3,3819.81,362.7,11096.73
4189,1424,113,3,2670.7,379.25,7632.85
4190,1425,51,3,7465.76,293.94,22103.34
4191,1425,161,4,3765.62,453.62,14608.86
4192,1425,65,3,9946.07,421.91,29416.3
4193,1425,275,3,4142.84,451.85,11976.67
4194,1425,173,4,4236.2,309.12,16635.68
4195,1426,117,4,1163.28,421.53,4231.59
4196,1426,26,5,4254.07,288.45,20981.9
4197,1426,43,5,2318.87,392.85,11201.5
4198,1427,90,3,5445.36,367.03,15969.05
4199,1427,65,3,5688.52,89.43,16976.13
4200,1427,104,4,5140.93,134.37,20429.35
4201,1428,120,4,8434.84,249.5,33489.86
4202,1428,77,2,4049.89,265.56,7834.22
4203,1428,32,2,7461.03,465.93,14456.13
4204,1428,95,1,9764.74,392.88,9371.86
4205,1429,278,5,1786.02,337.18,8592.92
4206,1429,192,3,3929.12,115.01,11672.35
4207,1429,53,4,6175.73,133.39,24569.53
4208,1429,270,1,1051.79,405.71,646.08
4209,1429,243,2,8295.48,173.23,16417.73
4210,1430,276,4,3749.93,104.09,14895.63
4211,1430,252,2,3309.46,440.08,6178.84
4212,1430,233,1,9785.86,266.01,9519.85
4213,1430,283,5,147.02,495.37,239.73
4214,1431,210,2,6245.87,238.48,12253.26
4215,1431,129,5,5632.29,297.28,27864.17
4216,1431,28,2,4864.54,440.25,9288.83
4217,1432,258,2,5247.47,207.11,10287.83
4218,1433,140,5,3581.73,20.38,17888.27
4219,1433,233,1,4637.76,167.84,4469.92
4220,1433,281,2,7678.62,359.5,14997.74
4221,1433,18,2,4415.02,322.6,8507.44
4222,1434,95,3,4840.8,417.64,14104.76
4223,1434,263,2,7164.78,245.99,14083.57
4224,1435,87,3,8857.92,228.21,26345.55
4225,1435,11,2,8253.02,401.69,16104.35
4226,1435,284,1,6045.63,445.78,5599.85
4227,1435,79,1,2384.28,45.38,2338.9
4228,1436,157,4,6988.82,44.93,27910.35
4229,1436,174,3,7726.17,291.81,22886.7
4230,1436,26,2,8104.55,247.34,15961.76
4231,1436,106,4,9643.49,16.38,38557.58
4232,1437,241,3,9044.44,120.5,27012.82
4233,1437,294,4,6374.51,96.41,25401.63
4234,1438,17,3,2036.71,427.03,5683.1
4235,1438,56,4,7890.59,279.26,31283.1
4236,1438,266,4,7992.79,242.88,31728.28
4237,1438,210,4,8721.73,23.35,34863.57
4238,1439,121,2,5117.88,108.91,10126.85
4239,1440,284,5,1696.83,226.48,8257.67
4240,1440,177,4,7255.23,134.58,28886.34
4241,1440,234,3,5672.48,216.4,16801.04
4242,1440,277,3,397.7,287.63,905.47
4243,1440,208,3,5188.77,486.12,15080.19
4244,1441,6,5,7075.92,246.06,35133.54
4245,1441,110,3,8173.46,128.66,24391.72
4246,1442,49,4,2343.48,210.97,9162.95
4247,1443,55,4,7797.38,182.0,31007.52
4248,1443,298,4,2471.82,476.73,9410.55
4249,1444,165,2,7657.4,92.73,15222.07
4250,1444,245,3,6265.66,487.34,18309.64
4251,1444,241,5,8344.94,391.7,41333.0
4252,1445,50,5,1141.98,67.8,5642.1
4253,1445,191,1,3870.41,166.44,3703.97
4254,1445,15,1,1391.95,473.5,918.45
4255,1446,110,4,2958.16,411.99,11420.65
4256,1446,172,1,9489.23,298.13,9191.1
4257,1446,166,4,7608.7,470.33,29964.47
4258,1447,203,5,4382.13,499.17,21411.48
4259,1447,145,5,3130.03,99.75,15550.4
4260,1447,251,3,5970.53,341.33,17570.26
4261,1447,164,5,6137.67,9.55,30678.8
4262,1447,287,3,8812.28,70.63,26366.21
4263,1448,181,2,1248.28,236.62,2259.94
4264,1449,5,1,6865.38,404.92,6460.46
4265,1449,76,2,9666.35,441.27,18891.43
4266,1449,37,3,1560.52,295.74,4385.82
4267,1450,27,5,1590.98,380.86,7574.04
4268,1450,99,2,8794.91,237.32,17352.5
4269,1450,166,3,7585.06,27.32,22727.86
4270,1450,227,1,7461.92,443.97,7017.95
4271,1450,191,1,3798.31,238.45,3559.86
4272,1451,197,4,666.13,299.02,2365.5
4273,1451,200,4,986.61,160.57,3785.87
4274,1451,214,2,8237.94,87.85,16388.03
4275,1451,215,4,4551.33,302.17,17903.15
4276,1451,64,3,7044.4,237.94,20895.26
4277,1452,274,3,7807.55,397.93,23024.72
4278,1452,53,4,8264.81,50.43,33008.81
4279,1452,241,2,2255.48,396.77,4114.19
4280,1452,287,1,6476.7,78.04,6398.66
4281,1453,5,1,6452.53,157.0,6295.53
4282,1453,259,3,8803.38,323.21,26086.93
4283,1453,201,3,3770.79,335.51,10976.86
4284,1453,252,4,4357.57,83.79,17346.49
4285,1454,185,4,3619.75,261.79,14217.21
4286,1454,169,1,4749.59,118.38,4631.21
4287,1454,24,1,4804.48,34.93,4769.55
4288,1454,1,4,9846.02,397.31,38986.77
4289,1454,262,1,4026.18,134.78,3891.4
4290,1455,61,2,1472.36,94.62,2850.1
4291,1455,53,4,3106.48,241.2,12184.72
4292,1455,61,4,5241.19,497.71,20467.05
4293,1455,268,5,2571.9,412.32,12447.18
4294,1456,31,2,3426.32,478.16,6374.48
4295,1456,15,2,8884.95,291.95,17477.95
4296,1456,9,5,5503.51,197.04,27320.51
4297,1457,292,5,5604.68,117.45,27905.95
4298,1457,146,2,2765.67,316.49,5214.85
4299,1457,239,2,4399.93,300.73,8499.13
4300,1457,37,3,5247.52,492.91,15249.65
4301,1458,261,2,2278.67,161.4,4395.94
4302,1458,70,4,1082.83,458.18,3873.14
4303,1459,82,5,1109.87,240.6,5308.75
4304,1459,222,4,3335.1,6.56,13333.84
4305,1459,103,3,1457.19,93.15,4278.42
4306,1459,177,3,5908.36,31.26,17693.82
4307,1459,103,3,9688.57,6.19,29059.52
4308,1460,205,3,3162.9,106.07,9382.63
4309,1461,279,5,7913.25,252.56,39313.69
4310,1461,208,2,8206.97,432.35,15981.59
4311,1462,232,5,9489.51,496.92,46950.63
4312,1462,64,4,420.22,406.04,1274.84
4313,1462,20,3,2836.7,252.96,8257.14
4314,1462,247,3,9875.17,471.46,29154.05
4315,1463,195,2,9662.01,23.52,19300.5
4316,1463,56,3,6768.97,3.15,20303.76
4317,1463,109,2,7648.39,3.2,15293.58
4318,1463,251,1,7272.66,183.03,7089.63
4319,1464,53,5,9503.74,393.22,47125.48
4320,1464,293,3,620.87,35.78,1826.83
4321,1464,234,1,558.26,138.51,419.75
4322,1464,193,3,8812.6,187.07,26250.73
4323,1464,2,4,5927.92,164.0,23547.68
4324,1465,203,2,4351.73,31.39,8672.07
4325,1465,100,1,2263.47,483.58,1779.89
4326,1465,15,2,1282.86,453.65,2112.07
4327,1465,223,1,4144.9,34.71,4110.19
4328,1466,283,2,5922.08,76.26,11767.9
4329,1467,2,2,4631.88,225.65,9038.11
4330,1467,28,1,1120.4,435.13,685.27
4331,1468,35,4,1003.74,111.71,3903.25
4332,1468,140,4,2005.37,296.47,7725.01
4333,1468,94,3,7573.8,177.72,22543.68
4334,1469,114,1,4318.32,221.45,4096.87
4335,1469,117,2,9990.78,120.08,19861.48
4336,1470,146,5,9604.22,150.76,47870.34
4337,1470,121,5,2015.9,129.44,9950.06
4338,1471,45,2,8973.09,122.49,17823.69
4339,1471,76,5,969.6,30.52,4817.48
4340,1471,210,2,5128.78,162.78,10094.78
4341,1472,191,5,2902.5,44.26,14468.24
4342,1472,196,4,5405.27,266.15,21354.93
4343,1472,29,4,5795.75,234.23,22948.77
4344,1473,93,2,6664.97,175.26,13154.68
4345,1473,245,3,7811.2,15.66,23417.94
4346,1473,249,3,5686.53,202.01,16857.58
4347,1473,238,3,6468.89,262.79,19143.88
4348,1473,69,3,7289.51,48.47,21820.06
4349,1474,204,4,5682.7,349.43,22381.37
4350,1474,22,5,8930.73,54.57,44599.08
4351,1475,133,3,2845.67,265.63,8271.38
4352,1475,122,1,7847.28,114.01,7733.27
4353,1476,13,2,5795.5,130.11,11460.89
4354,1476,130,4,5515.44,157.91,21903.85
4355,1476,145,3,6681.04,394.59,19648.53
4356,1477,198,2,3383.86,83.78,6683.94
4357,1477,3,5,342.92,89.28,1625.32
4358,1478,48,4,1988.88,172.79,7782.73
4359,1478,160,3,5767.02,423.88,16877.18
4360,1479,122,1,8175.76,348.28,7827.48
4361,1479,36,5,292.16,480.15,980.65
4362,1480,291,2,7580.71,399.96,14761.46
4363,1480,140,2,6998.43,448.32,13548.54
4364,1480,148,5,2959.17,491.09,14304.76
4365,1480,215,1,4304.71,156.45,4148.26
4366,1480,124,3,7096.89,415.75,20874.92
4367,1481,167,1,4054.27,188.13,3866.14
4368,1481,225,3,3206.67,152.15,9467.86
4369,1481,89,3,6057.83,492.34,17681.15
4370,1481,32,5,7173.94,360.41,35509.29
4371,1482,198,5,2620.93,290.34,12814.31
4372,1483,9,5,2667.24,265.1,13071.1
4373,1484,226,4,7565.27,143.45,30117.63
4374,1484,263,1,7290.41,332.17,6958.24
4375,1484,2,4,5047.07,3.02,20185.26
4376,1484,163,4,4558.22,14.61,18218.27
4377,1484,89,5,6383.23,107.64,31808.51
4378,1485,63,4,9246.88,405.6,36581.92
4379,1485,288,4,9302.17,496.1,36712.58
4380,1485,153,5,446.13,253.2,1977.45
4381,1485,104,5,9016.41,279.9,44802.15
4382,1486,246,5,3354.9,260.25,16514.25
4383,1486,156,3,2206.82,137.01,6483.45
4384,1486,63,1,8450.01,412.19,8037.82
4385,1486,223,3,7803.59,241.73,23169.04
4386,1486,151,5,3619.64,66.75,18031.45
4387,1487,120,5,7492.02,484.75,36975.35
4388,1488,216,1,3258.05,172.33,3085.72
4389,1488,197,4,9536.79,202.79,37944.37
4390,1488,70,3,6761.98,50.3,20235.64
4391,1488,229,2,2632.3,417.03,4847.57
4392,1489,97,2,9954.29,473.41,19435.17
4393,1490,95,2,7471.51,323.94,14619.08
4394,1490,158,5,332.35,155.76,1505.99
4395,1491,219,2,4871.51,55.09,9687.93
4396,1491,39,4,4871.86,455.97,19031.47
4397,1491,173,1,6345.92,459.64,5886.28
4398,1491,289,2,1203.32,410.26,1996.38
4399,1491,108,3,5614.68,98.05,16745.99
4400,1492,197,2,2499.61,139.3,4859.92
4401,1492,107,2,1252.6,271.51,2233.69
4402,1492,217,2,7858.97,109.13,15608.81
4403,1493,57,5,5776.54,105.62,28777.08
4404,1493,20,4,6207.74,225.76,24605.2
4405,1494,66,2,244.84,16.25,473.43
4406,1494,195,5,9951.94,30.72,49728.98
4407,1494,72,1,8373.6,110.57,8263.03
4408,1495,288,3,7539.87,160.49,22459.12
4409,1495,68,3,9713.77,226.81,28914.5
4410,1495,252,3,9176.46,210.3,27319.08
4411,1495,298,4,7953.7,492.71,31322.09
4412,1495,80,1,687.37,37.49,649.88
4413,1496,128,5,5320.35,462.06,26139.69
4414,1497,185,2,7140.08,282.55,13997.61
4415,1498,9,5,1410.8,449.79,6604.21
4416,1498,194,4,5887.13,195.57,23352.95
4417,1499,253,4,7482.56,334.94,29595.3
4418,1500,111,3,4369.12,237.44,12869.92
4419,1500,175,5,5568.34,327.31,27514.39
4420,1501,20,2,8821.52,117.78,17525.26
4421,1501,117,1,5219.73,333.87,4885.86
4422,1502,177,5,2737.02,280.67,13404.43
4423,1503,211,2,4975.71,26.24,9925.18
4424,1503,128,4,4553.87,360.17,17855.31
4425,1503,259,4,9706.11,229.23,38595.21
4426,1504,150,3,5621.81,402.96,16462.47
4427,1504,85,2,2574.76,374.56,4774.96
4428,1504,163,5,289.49,108.97,1338.48
4429,1504,232,1,448.6,478.4,-29.8
4430,1505,165,4,6326.91,449.54,24858.1
4431,1506,8,3,3659.26,328.96,10648.82
4432,1507,233,4,3106.11,179.65,12244.79
4433,1507,115,4,6588.46,438.92,25914.92
4434,1508,61,3,6308.2,10.62,18913.98
4435,1509,12,2,3834.17,318.79,7349.55
4436,1509,279,4,1179.77,221.27,4497.81
4437,1509,297,4,608.87,430.18,2005.3
4438,1510,245,1,1492.5,481.15,1011.35
4439,1510,162,2,5057.88,82.77,10032.99
4440,1510,136,1,2766.87,101.28,2665.59
4441,1510,48,4,2806.61,404.1,10822.34
4442,1510,224,2,5490.44,433.24,10547.64
4443,1511,134,4,1781.51,145.74,6980.3
4444,1512,298,1,594.46,140.25,454.21
4445,1512,142,3,6076.92,25.59,18205.17
4446,1512,291,2,2026.24,327.05,3725.43
4447,1512,226,3,6899.7,451.99,20247.11
4448,1512,134,3,9386.97,342.52,27818.39
4449,1513,255,5,9609.33,166.65,47880.0
4450,1513,90,5,2233.8,350.33,10818.67
4451,1514,28,2,9435.81,230.45,18641.17
