SaleID,CustomerID,EmployeeID,StoreID,SaleDate,PaymentMethod,TotalAmount,TransactionStatus
1037,23,4,2,2025-03-27,Card,30058.75,Pending
1038,221,27,9,2024-12-26,POS,5150.91,Cancelled
1039,77,5,9,2023-11-20,Transfer,22325.29,Completed
1040,143,24,7,2025-02-15,Online,8996.9,Pending
1041,251,30,1,2025-08-28,Transfer,32753.5,Completed
1042,89,6,8,2023-06-19,POS,29113.96,Completed
1043,464,1,1,2024-06-09,Online,14735.47,Cancelled
1044,273,13,7,2023-03-24,Cash,44640.64,Cancelled
1045,290,20,1,2024-10-09,Online,19840.03,Cancelled
1046,164,12,6,2024-09-26,Card,21352.69,Completed
1047,465,30,10,2025-02-14,POS,6650.45,Cancelled
1048,203,4,4,2025-12-02,Cash,44687.05,Completed
1049,159,16,1,2025-08-20,Online,13496.52,Completed
1050,324,23,4,2025-03-19,POS,36385.58,Cancelled
1051,131,12,1,2023-09-14,Card,47537.75,Pending
1052,497,24,8,2025-10-20,Online,11705.55,Pending
1053,147,29,10,2024-06-14,Online,39973.28,Pending
1054,163,18,9,2024-04-04,Online,34630.55,Cancelled
1055,421,24,6,2023-12-28,POS,18269.39,Completed
1056,462,11,8,2023-11-14,Cash,49084.47,Completed
1057,114,16,7,2023-03-31,Cash,14618.08,Cancelled
1058,43,27,3,2024-09-07,Card,4291.0,Completed
1059,481,16,4,2025-06-23,Cash,16307.39,Cancelled
1060,46,25,8,2024-01-27,Cash,46885.13,Completed
1061,395,23,4,2023-01-07,Online,40193.2,Completed
1062,6,19,1,2024-03-23,Cash,3182.64,Cancelled
1063,350,27,3,2024-08-19,POS,8886.42,Cancelled
1064,433,4,5,2023-10-23,Card,31870.75,Pending
1065,78,24,3,2023-07-10,Cash,29452.93,Cancelled
1066,358,14,8,2025-11-09,Transfer,30213.9,Cancelled
1067,354,9,3,2024-10-02,Transfer,44582.32,Completed
1068,10,22,10,2025-03-16,POS,30529.08,Cancelled
1069,202,7,2,2023-09-06,Cash,39637.87,Cancelled
1070,115,22,9,2025-07-01,Card,29458.89,Completed
1071,240,10,4,2024-11-17,Card,47350.79,Cancelled
1072,145,17,8,2025-04-09,Transfer,41744.34,Completed
1073,167,29,6,2025-09-09,Card,38275.73,Pending
1074,422,5,10,2024-03-20,POS,26776.59,Cancelled
1075,142,10,8,2023-05-08,Card,43485.76,Pending
1076,102,14,1,2024-05-21,Card,20413.37,Completed
1077,395,26,6,2025-03-11,Cash,48633.58,Pending
1078,43,24,9,2023-02-01,Online,20725.32,Cancelled
1079,263,4,2,2024-08-18,Cash,48003.98,Pending
1080,249,7,8,2024-06-21,Transfer,2648.93,Pending
1081,22,18,5,2025-12-31,POS,37752.71,Pending
1082,184,27,9,2024-04-14,POS,39277.3,Pending
1083,253,7,2,2025-09-03,POS,29398.07,Completed
1084,363,18,8,2025-07-30,Cash,48522.39,Completed
1085,71,9,4,2024-09-08,Online,48493.85,Completed
1086,166,1,2,2023-12-05,Online,29948.42,Pending
1087,499,28,6,2024-04-04,Cash,44941.9,Cancelled
1088,34,28,6,2025-05-16,Cash,33277.15,Cancelled
1089,359,7,6,2025-11-08,Transfer,6938.66,Completed
1090,31,7,1,2025-09-26,Transfer,10949.54,Cancelled
1091,489,27,2,2023-05-10,Cash,25000.42,Completed
1092,27,9,5,2024-07-17,Card,38079.18,Cancelled
1093,37,8,1,2024-01-15,Card,1936.2,Pending
1094,449,28,6,2025-10-19,Transfer,38443.52,Cancelled
1095,414,26,1,2025-09-14,POS,48564.62,Cancelled
1096,323,9,6,2025-01-26,Cash,27809.56,Completed
1097,343,22,9,2025-09-20,Transfer,48924.62,Completed
1098,469,1,4,2024-01-21,Transfer,10477.67,Cancelled
1099,397,15,1,2025-01-13,Cash,41313.86,Pending
1100,191,14,9,2025-12-18,Card,8771.96,Completed
1101,433,29,8,2025-02-19,Transfer,8973.49,Cancelled
1102,341,2,6,2023-07-12,Online,14615.19,Pending
1103,293,7,4,2025-10-07,Cash,41064.27,Cancelled
1104,94,9,4,2025-04-20,Transfer,41753.84,Cancelled
1105,482,12,2,2023-09-29,Transfer,8994.05,Cancelled
1106,436,2,10,2024-10-05,Online,24238.52,Cancelled
1107,428,30,5,2023-04-09,Transfer,33656.01,Cancelled
1108,159,3,2,2025-10-09,Online,22026.94,Cancelled
1109,160,20,4,2023-06-26,Online,25359.89,Cancelled
1110,290,27,8,2023-03-15,Cash,38215.11,Cancelled
1111,172,22,5,2023-03-09,Transfer,7213.44,Completed
1112,419,30,8,2025-03-02,Online,43518.98,Pending
1113,53,14,7,2024-01-27,Transfer,29666.2,Completed
1114,494,30,3,2023-07-28,POS,34538.99,Cancelled
1115,336,13,8,2023-04-20,Card,18153.48,Completed
1116,441,5,3,2023-11-18,Cash,6149.99,Cancelled
1117,254,23,3,2024-02-07,Transfer,24765.34,Completed
1118,158,15,6,2024-08-12,Transfer,27150.97,Cancelled
1119,392,28,8,2025-02-22,POS,22393.17,Pending
1120,179,16,5,2025-01-07,POS,39819.71,Cancelled
1121,192,7,3,2023-12-16,Transfer,8062.99,Pending
1122,444,18,8,2023-06-11,Online,46108.86,Pending
1123,180,25,6,2023-04-10,Card,11171.08,Pending
1124,464,1,6,2023-06-19,POS,17921.04,Completed
1125,14,9,6,2024-10-28,Card,12543.5,Pending
1126,267,9,7,2023-12-09,Card,10064.52,Completed
1127,28,13,8,2023-04-18,Card,30766.76,Completed
1128,463,15,4,2025-08-21,Transfer,42495.15,Pending
1129,207,26,4,2024-12-20,Cash,9018.71,Pending
1130,205,4,4,2024-03-26,POS,13139.45,Cancelled
1131,477,20,7,2024-05-05,Online,37620.14,Completed
1132,368,24,4,2025-08-12,Cash,29742.14,Cancelled
1133,76,23,3,2024-02-01,Cash,2610.04,Completed
1134,481,24,4,2023-04-22,POS,44667.55,Pending
1135,282,25,5,2024-02-05,Transfer,5931.28,Cancelled
1136,459,5,1,2023-05-17,POS,46708.82,Cancelled
1137,493,14,6,2025-06-29,Card,23285.93,Completed
1138,324,15,8,2025-12-13,Online,41731.99,Pending
1139,481,12,9,2024-08-05,Card,39189.22,Cancelled
1140,376,19,3,2025-09-07,Online,11791.03,Cancelled
1141,132,27,10,2025-04-01,Cash,9315.54,Cancelled
1142,472,8,4,2024-05-19,Cash,35345.26,Completed
1143,456,22,7,2024-05-27,Card,22978.53,Cancelled
1144,331,9,2,2025-07-01,POS,17150.55,Completed
1145,482,10,3,2023-04-09,Online,22965.84,Cancelled
1146,220,22,9,2023-05-09,Transfer,9373.36,Cancelled
1147,358,15,4,2023-04-23,Online,31718.17,Completed
1148,275,26,8,2024-11-16,Cash,36207.82,Cancelled
1149,74,12,10,2025-02-17,Transfer,39580.38,Completed
1150,76,22,7,2025-07-15,Card,37244.8,Pending
1151,406,17,10,2023-03-23,Card,42128.43,Completed
1152,192,12,8,2025-08-29,Online,18504.2,Completed
1153,34,16,2,2024-05-29,POS,4382.54,Completed
1154,141,18,1,2025-02-02,Cash,38388.39,Pending
1155,175,20,1,2025-08-20,Card,35129.75,Completed
1156,226,18,10,2023-09-29,Transfer,35889.56,Cancelled
1157,415,22,9,2024-02-04,Transfer,40073.66,Pending
1158,153,5,2,2023-06-24,POS,955.82,Pending
1159,65,24,2,2025-12-10,Cash,4785.56,Completed
1160,23,12,7,2024-09-12,Transfer,21134.46,Completed
1161,211,6,9,2025-05-04,Online,28271.86,Cancelled
1162,66,8,8,2025-04-18,Card,38755.27,Cancelled
1163,344,7,9,2025-11-11,POS,1902.55,Cancelled
1164,249,8,5,2025-02-06,Transfer,45517.86,Completed
1165,433,23,10,2023-08-04,Cash,21159.37,Cancelled
1166,444,24,1,2025-09-08,Card,6149.08,Pending
1167,309,6,7,2024-05-28,Cash,16945.75,Completed
1168,55,20,2,2025-01-18,POS,1749.59,Completed
1169,452,11,7,2024-07-10,Card,32782.63,Cancelled
1170,344,16,9,2023-08-23,Online,15691.61,Completed
1171,351,20,6,2024-11-30,Cash,21832.68,Completed
1172,125,30,2,2024-04-23,Transfer,29079.53,Completed
1173,338,17,3,2023-06-19,Online,24941.77,Completed
1174,109,24,5,2023-08-01,Transfer,42325.62,Pending
1175,288,8,8,2025-01-04,Cash,49940.09,Pending
1176,461,18,9,2025-01-29,Online,12643.93,Cancelled
1177,421,9,1,2024-11-23,Online,40994.54,Pending
1178,485,11,8,2025-03-28,Cash,31816.82,Cancelled
1179,38,23,4,2025-11-07,POS,17949.62,Pending
1180,365,14,5,2024-07-16,Cash,18956.38,Pending
1181,114,5,6,2023-07-20,Online,47684.76,Completed
1182,373,19,6,2024-08-13,Card,45026.1,Pending
1183,30,11,7,2023-10-11,Online,5372.98,Cancelled
1184,375,5,6,2023-11-08,Transfer,30303.79,Pending
1185,94,5,1,2023-05-08,Card,33667.93,Completed
1186,128,23,5,2023-01-22,Transfer,27517.34,Cancelled
1187,70,26,2,2025-12-18,Transfer,17470.36,Completed
1188,379,26,6,2023-04-13,Transfer,19945.18,Cancelled
1189,132,29,5,2023-06-25,Cash,22844.29,Completed
1190,52,25,10,2024-07-22,Transfer,48021.85,Pending
1191,116,1,1,2024-03-14,Online,36417.14,Completed
1192,35,12,5,2023-03-23,Transfer,10068.33,Pending
1193,329,27,10,2023-03-04,Cash,35826.01,Completed
1194,171,2,10,2023-10-18,POS,34943.03,Pending
1195,432,15,10,2023-10-22,Cash,1708.18,Completed
1196,166,23,3,2024-07-17,Card,36224.01,Cancelled
1197,368,7,8,2025-04-19,Card,41554.89,Completed
1198,467,11,5,2024-02-17,POS,44680.91,Completed
1199,49,7,7,2024-09-27,Cash,8957.57,Cancelled
1200,483,12,5,2024-11-11,Cash,42236.38,Cancelled
1201,60,25,10,2023-05-12,Card,17991.12,Cancelled
1202,196,10,7,2025-08-23,Cash,44460.1,Cancelled
1203,457,15,9,2023-05-26,POS,20494.96,Cancelled
1204,464,29,10,2025-08-16,Card,38026.98,Pending
1205,88,27,7,2023-10-09,Transfer,5250.26,Completed
1206,178,17,8,2024-01-01,Transfer,20596.61,Completed
1207,477,8,4,2025-05-30,Online,34831.11,Cancelled
1208,122,22,1,2024-04-27,Cash,42247.95,Pending
1209,489,16,7,2025-09-28,POS,44049.02,Pending
1210,247,22,9,2023-11-27,Transfer,46063.25,Pending
1211,291,12,7,2025-08-07,Online,7987.42,Cancelled
1212,18,23,4,2025-11-27,POS,21466.51,Cancelled
1213,493,27,9,2025-08-24,Online,41399.44,Completed
1214,276,11,2,2023-10-15,Cash,44428.07,Pending
1215,349,26,8,2024-09-30,Cash,12700.59,Completed
1216,214,14,10,2024-11-27,Transfer,23024.58,Cancelled
1217,158,6,3,2025-02-02,Card,17245.01,Completed
1218,368,13,1,2025-02-17,Transfer,35416.98,Pending
1219,85,26,1,2025-04-13,POS,45219.41,Completed
1220,21,17,9,2024-08-31,Online,46393.04,Completed
1221,213,20,9,2023-04-23,Cash,26601.94,Pending
1222,92,2,8,2024-02-24,Cash,36073.96,Completed
1223,48,7,4,2023-02-20,Card,49058.65,Cancelled
1224,311,2,2,2023-10-05,Cash,42253.2,Pending
1225,21,15,5,2023-09-12,Online,35778.27,Completed
1226,18,7,6,2023-10-26,Cash,17030.12,Pending
1227,480,28,7,2023-12-20,Transfer,16180.69,Pending
1228,142,19,10,2024-11-25,POS,5292.59,Cancelled
1229,86,8,3,2023-01-02,POS,43165.57,Cancelled
1230,62,17,10,2024-04-05,Cash,20624.69,Completed
1231,273,1,1,2025-03-14,Transfer,23882.41,Completed
1232,315,16,6,2024-03-28,Card,1692.94,Pending
1233,494,17,3,2024-06-04,POS,4050.3,Completed
1234,124,30,10,2024-12-30,POS,44731.15,Completed
1235,359,9,1,2024-09-16,POS,19911.41,Pending
1236,63,9,9,2025-04-18,Card,4230.64,Cancelled
1237,396,24,10,2025-12-13,Card,47842.55,Cancelled
1238,387,17,3,2025-08-16,Card,26509.72,Pending
1239,464,4,10,2023-04-27,Transfer,26371.79,Pending
1240,54,12,2,2023-09-25,Transfer,49779.0,Cancelled
1241,106,2,6,2023-02-22,Online,31760.55,Cancelled
1242,362,25,6,2024-09-10,POS,16333.56,Cancelled
1243,151,4,4,2025-02-05,Transfer,15539.91,Cancelled
1244,163,24,10,2024-10-21,Transfer,6098.37,Pending
1245,489,14,7,2024-10-17,Transfer,10558.86,Pending
1246,484,19,7,2023-02-28,POS,48489.78,Cancelled
1247,378,3,2,2024-02-10,POS,44567.43,Cancelled
1248,91,10,8,2025-10-25,POS,1727.47,Completed
1249,475,4,10,2025-11-05,Online,19498.31,Pending
1250,220,12,1,2024-06-29,POS,13208.92,Pending
1251,262,25,1,2025-11-16,Online,9387.42,Cancelled
1252,46,16,7,2024-04-02,Transfer,39291.83,Completed
1253,229,17,8,2023-04-04,Card,16594.42,Pending
1254,106,14,3,2024-08-20,Card,31408.8,Completed
1255,277,26,1,2025-09-11,Online,35950.08,Completed
1256,190,14,10,2023-12-07,Cash,49835.33,Completed
1257,329,23,2,2025-09-18,Card,7548.14,Cancelled
1258,306,21,7,2025-06-16,POS,6377.15,Cancelled
1259,4,15,4,2023-04-03,POS,42746.55,Completed
1260,241,2,9,2023-12-20,POS,45122.32,Cancelled
1261,59,16,2,2025-02-12,Transfer,29697.92,Cancelled
1262,238,15,5,2023-12-23,Transfer,39895.82,Completed
1263,162,8,3,2023-04-15,Transfer,18148.78,Completed
1264,353,21,1,2025-09-22,Card,1618.05,Cancelled
1265,275,1,10,2025-03-22,POS,25339.33,Completed
1266,173,13,5,2024-05-11,Transfer,27023.12,Completed
1267,426,26,10,2023-11-09,Card,19544.25,Completed
1268,148,28,4,2023-04-13,Cash,7848.07,Cancelled
1269,223,1,10,2024-09-16,Online,28155.93,Pending
1270,425,1,8,2025-11-25,POS,42666.08,Pending
1271,391,30,7,2025-09-27,Cash,47910.91,Completed
1272,180,20,9,2024-07-10,Transfer,19945.74,Completed
1273,462,30,1,2024-01-30,Online,24407.24,Cancelled
1274,285,9,6,2023-07-27,Cash,4791.65,Cancelled
1275,291,19,9,2023-05-02,Transfer,14666.32,Cancelled
1276,406,29,6,2025-11-20,Card,31560.6,Cancelled
1277,481,12,3,2025-10-05,Transfer,24954.62,Completed
1278,380,9,4,2024-05-08,Cash,8002.19,Pending
1279,52,19,6,2025-04-01,Card,5756.99,Pending
1280,186,20,3,2025-02-04,Card,23355.61,Pending
1281,367,22,8,2024-04-17,Online,29602.79,Pending
1282,455,1,5,2024-12-23,POS,32840.9,Completed
1283,294,16,10,2024-07-12,Transfer,19819.81,Cancelled
1284,417,22,7,2025-03-10,Transfer,29219.87,Cancelled
1285,410,21,5,2023-02-23,Online,18274.26,Completed
1286,83,12,4,2025-10-08,Cash,37114.5,Completed
1287,339,13,10,2023-04-13,POS,5312.54,Completed
1288,296,22,8,2024-02-03,Cash,2910.63,Cancelled
1289,321,6,10,2023-10-23,Cash,5710.37,Cancelled
1290,375,12,4,2025-01-31,Transfer,35074.71,Cancelled
1291,446,26,7,2024-07-30,Cash,833.4,Cancelled
1292,441,26,6,2023-03-22,Cash,4325.3,Pending
1293,219,5,7,2025-07-15,POS,21369.21,Cancelled
1294,486,16,7,2023-07-29,Cash,21982.86,Pending
1295,389,7,6,2023-09-10,Cash,11312.59,Completed
1296,499,28,10,2023-09-07,Cash,15234.09,Completed
1297,332,3,3,2025-12-25,Transfer,49356.57,Pending
1298,170,19,2,2025-07-19,Transfer,8415.77,Completed
1299,112,17,8,2023-03-17,Transfer,909.45,Cancelled
1300,169,22,1,2024-08-01,Online,22276.21,Completed
1301,491,20,9,2024-05-09,Card,46160.44,Pending
1302,281,16,5,2023-06-19,Online,17448.75,Completed
1303,487,17,1,2023-09-17,Transfer,18796.77,Completed
1304,386,30,10,2025-05-18,Online,49090.86,Completed
1305,243,15,6,2025-10-09,Transfer,44111.82,Pending
1306,7,20,9,2023-09-13,POS,41413.91,Pending
1307,158,1,6,2023-09-17,Online,27820.42,Completed
1308,221,8,4,2025-08-10,Cash,3607.21,Completed
1309,37,4,9,2025-08-04,Online,47555.31,Cancelled
1310,85,14,6,2023-01-16,Card,7562.32,Pending
1311,250,6,9,2025-11-25,Online,26637.36,Pending
1312,7,3,3,2023-05-07,Card,10778.7,Pending
1313,252,5,8,2023-10-22,Transfer,44601.37,Completed
1314,240,8,8,2023-04-14,Cash,29228.53,Pending
1315,112,16,5,2025-08-02,Cash,28253.15,Completed
1316,80,5,1,2023-12-06,Transfer,47527.44,Pending
1317,496,25,7,2025-09-11,POS,3621.9,Pending
1318,156,20,1,2024-12-01,Online,39973.13,Completed
1319,368,3,8,2025-12-17,POS,6827.04,Cancelled
1320,260,25,5,2024-03-26,POS,27714.83,Completed
1321,247,19,9,2025-03-13,POS,7818.15,Cancelled
1322,433,5,2,2023-12-10,Online,5838.39,Completed
1323,227,15,9,2024-10-02,Cash,43748.49,Pending
1324,477,28,6,2024-07-28,POS,33944.76,Completed
1325,152,21,4,2023-10-08,Cash,19635.67,Cancelled
1326,202,13,2,2024-05-23,POS,29270.4,Cancelled
1327,131,11,1,2023-05-01,Transfer,48329.12,Pending
1328,146,30,1,2024-04-20,Transfer,15008.14,Pending
1329,85,9,2,2023-05-13,Online,837.61,Pending
1330,29,2,9,2023-11-19,Online,4222.01,Completed
1331,456,10,10,2024-09-08,Cash,511.98,Completed
1332,180,15,2,2024-12-16,POS,46602.07,Pending
1333,175,30,8,2024-11-20,Card,13190.13,Cancelled
1334,481,15,3,2023-01-27,Cash,15206.73,Cancelled
1335,410,12,2,2023-11-01,Transfer,8160.13,Cancelled
1336,186,26,10,2025-08-14,Online,44330.16,Cancelled
1337,454,15,7,2025-06-16,Transfer,20508.06,Pending
1338,485,28,2,2025-04-23,Transfer,28873.15,Cancelled
1339,375,29,6,2024-09-18,Card,37561.08,Cancelled
1340,361,8,1,2025-06-12,Card,39830.02,Completed
1341,377,6,10,2025-04-03,Transfer,25276.47,Pending
1342,213,4,3,2025-09-07,Card,10472.57,Completed
1343,73,3,1,2024-11-09,Cash,42894.51,Cancelled
1344,454,10,7,2025-11-20,POS,8106.82,Cancelled
1345,284,20,7,2023-12-29,Cash,49301.66,Pending
1346,482,9,5,2023-12-30,Transfer,22550.28,Completed
1347,272,30,5,2025-04-25,Cash,38851.31,Completed
1348,29,16,4,2025-09-22,POS,24771.17,Pending
1349,437,8,2,2023-08-12,Cash,10145.51,Completed
1350,264,2,7,2023-11-04,Card,5780.31,Completed
1351,128,4,10,2025-02-03,Online,42673.4,Cancelled
1352,301,3,3,2023-04-24,Card,35606.38,Completed
1353,278,29,9,2023-08-20,Cash,23266.43,Pending
1354,489,13,5,2024-11-02,Transfer,8632.25,Completed
1355,146,3,4,2024-08-16,Transfer,23555.71,Pending
1356,293,29,10,2025-03-23,Card,641.19,Cancelled
1357,444,14,5,2024-12-15,Card,48987.32,Cancelled
1358,404,4,3,2025-10-12,Card,33433.17,Cancelled
1359,394,18,2,2025-07-16,Online,39052.47,Completed
1360,356,6,8,2025-03-25,Transfer,38134.66,Cancelled
1361,320,25,2,2024-08-08,Transfer,36939.0,Cancelled
1362,352,7,6,2024-07-25,Online,15042.0,Completed
1363,316,23,5,2023-06-22,Transfer,42829.61,Cancelled
1364,370,23,4,2023-02-27,POS,18747.75,Cancelled
1365,405,7,6,2024-08-28,Online,21298.7,Pending
1366,258,3,4,2023-04-20,POS,45853.97,Pending
1367,8,20,10,2023-06-01,POS,26226.83,Pending
1368,407,8,5,2025-08-20,Transfer,22032.17,Completed
1369,67,22,6,2024-11-20,Card,8376.42,Completed
1370,25,2,9,2024-06-21,POS,31460.17,Pending
1371,192,20,3,2023-12-12,Online,48090.47,Cancelled
1372,63,22,6,2023-12-23,Card,13363.81,Cancelled
1373,356,19,9,2025-03-06,Cash,19766.05,Pending
1374,306,5,5,2024-08-16,Card,3878.11,Cancelled
1375,51,2,9,2025-10-09,Cash,36837.73,Completed
1376,129,19,3,2025-08-10,Transfer,34722.53,Cancelled
1377,296,25,1,2025-01-05,POS,43428.81,Completed
1378,216,19,5,2025-03-06,POS,31883.49,Completed
1379,346,21,10,2023-08-27,Transfer,49929.75,Pending
1380,219,23,6,2025-09-14,Transfer,4709.13,Pending
1381,32,26,7,2024-06-01,Card,5209.26,Pending
1382,34,21,3,2025-08-04,Cash,33671.47,Completed
1383,344,10,10,2025-11-03,Online,33339.85,Completed
1384,41,22,1,2025-04-04,Card,8900.04,Cancelled
1385,351,29,2,2024-03-15,Card,17228.54,Completed
1386,50,5,2,2023-04-12,Cash,7440.27,Completed
1387,462,28,8,2024-08-30,Card,33368.94,Cancelled
1388,478,15,9,2024-01-01,Card,40774.73,Completed
1389,287,7,5,2024-01-18,Cash,8658.07,Cancelled
1390,224,5,5,2025-11-17,Cash,44986.5,Completed
1391,344,9,3,2025-12-10,Card,16169.72,Completed
1392,255,18,4,2024-06-09,Online,48574.2,Pending
1393,335,18,6,2024-01-28,Transfer,10745.93,Completed
1394,87,23,2,2024-11-08,Online,26452.84,Cancelled
1395,243,26,2,2025-07-28,Cash,27705.61,Cancelled
1396,358,21,4,2025-08-16,Card,8690.02,Cancelled
1397,202,2,7,2024-08-26,Transfer,29379.71,Completed
1398,452,30,5,2024-04-29,Cash,30917.54,Pending
1399,211,12,8,2024-03-15,Card,22166.83,Pending
1400,226,12,7,2024-09-30,Transfer,31547.42,Cancelled
1401,51,14,5,2023-12-06,Cash,18146.16,Pending
1402,170,23,1,2025-11-26,POS,32415.46,Pending
1403,305,3,3,2023-04-19,Cash,22075.93,Pending
1404,58,29,9,2024-11-23,Cash,47587.55,Completed
1405,335,4,4,2025-05-13,Transfer,859.68,Completed
1406,335,10,4,2023-01-22,Cash,9061.21,Completed
1407,436,14,4,2023-09-14,Transfer,40512.07,Cancelled
1408,495,17,3,2023-06-22,Transfer,26499.36,Cancelled
1409,236,11,7,2023-05-05,POS,39261.43,Pending
1410,237,4,9,2023-10-15,Cash,522.66,Completed
1411,443,19,6,2024-04-28,Transfer,19243.73,Pending
1412,227,26,10,2025-11-03,Card,49387.77,Cancelled
1413,250,1,1,2024-05-03,Card,26549.35,Pending
1414,53,1,4,2025-02-26,Cash,5789.55,Pending
1415,165,14,10,2025-06-30,Card,38305.51,Completed
1416,479,4,6,2024-12-22,Transfer,23723.09,Pending
1417,77,2,1,2024-12-17,Online,21145.88,Completed
1418,353,15,3,2023-10-16,Online,18838.19,Completed
1419,407,27,2,2024-06-11,Cash,44319.73,Completed
1420,33,20,9,2025-08-01,Card,41943.07,Completed
1421,320,6,7,2023-06-03,Online,32793.12,Pending
1422,422,10,6,2023-09-29,Cash,25321.13,Completed
1423,211,18,5,2023-07-12,Online,37802.54,Pending
1424,375,10,1,2024-09-22,POS,13517.84,Cancelled
1425,394,22,9,2025-04-01,Transfer,41302.21,Pending
1426,393,18,10,2023-01-09,Card,28145.15,Pending
1427,150,14,10,2023-08-05,POS,17643.82,Completed
1428,447,15,5,2024-04-18,Card,4404.2,Pending
1429,19,28,5,2024-06-22,Transfer,3577.29,Cancelled
1430,186,28,9,2025-09-09,Transfer,43796.41,Completed
1431,378,14,1,2024-09-05,Transfer,10055.9,Completed
1432,292,6,7,2025-08-01,Transfer,6120.21,Cancelled
1433,417,11,4,2024-05-10,Cash,3963.34,Cancelled
1434,203,21,7,2023-04-22,POS,28656.61,Cancelled
1435,384,6,8,2023-06-01,Card,41354.72,Cancelled
1436,290,19,7,2023-01-01,Cash,21984.7,Pending
1437,484,10,8,2023-01-07,Cash,11993.59,Completed
1438,178,12,8,2025-08-23,Cash,30980.61,Completed
1439,162,11,7,2024-10-02,Online,2974.56,Completed
1440,77,7,6,2023-03-10,POS,10037.22,Pending
1441,462,23,2,2023-03-26,Cash,28806.7,Completed
1442,290,6,1,2024-05-13,Card,37084.13,Completed
1443,118,21,1,2023-02-10,Card,41359.42,Cancelled
1444,189,10,3,2025-04-08,Online,28836.72,Cancelled
1445,407,28,6,2023-12-17,Transfer,39226.78,Pending
1446,29,24,4,2023-10-21,Card,20895.61,Cancelled
1447,1,28,2,2025-09-09,Transfer,5188.06,Cancelled
1448,496,19,9,2023-12-05,Cash,40627.93,Pending
1449,30,28,6,2023-04-22,POS,3131.11,Completed
1450,413,22,9,2025-08-31,POS,20874.52,Pending
1451,139,2,6,2023-01-04,Online,14590.2,Pending
1452,450,29,6,2025-05-07,Transfer,16501.94,Pending
1453,8,30,4,2025-05-20,Cash,14405.79,Completed
1454,41,20,8,2024-02-26,Card,45290.1,Pending
1455,176,7,4,2024-12-11,Transfer,6881.45,Completed
1456,55,10,9,2023-09-22,POS,12835.42,Completed
1457,476,2,5,2024-03-19,Online,36708.03,Pending
1458,192,27,3,2023-03-20,Online,26788.93,Pending
1459,382,23,9,2025-10-26,Card,38970.38,Pending
1460,286,28,1,2025-07-02,Cash,31069.33,Cancelled
1461,202,22,10,2024-08-23,POS,8902.29,Completed
1462,352,18,7,2025-02-17,POS,30182.27,Cancelled
1463,381,18,4,2025-07-14,POS,1236.35,Pending
1464,494,10,4,2023-03-03,Cash,24613.09,Pending
1465,234,13,7,2023-06-22,Card,33123.34,Completed
1466,477,30,1,2023-12-01,POS,1084.56,Cancelled
1467,489,22,1,2023-02-03,POS,36842.81,Pending
1468,373,2,4,2024-11-15,Online,30791.08,Cancelled
1469,95,15,5,2024-10-19,Card,40842.9,Completed
1470,39,28,10,2025-01-21,POS,32233.79,Completed
1471,29,17,6,2023-04-26,Card,9307.41,Pending
1472,131,18,3,2025-02-09,Transfer,15531.73,Completed
1473,5,22,5,2024-05-14,Online,28603.18,Completed
1474,431,7,9,2024-05-13,Online,20515.37,Cancelled
1475,319,15,6,2023-03-01,Card,21724.11,Pending
1476,246,26,8,2024-04-03,Online,43727.48,Completed
1477,43,10,4,2025-12-06,Online,22210.17,Cancelled
1478,247,21,7,2025-01-18,POS,27354.18,Cancelled
1479,102,13,9,2023-09-03,POS,49758.06,Pending
1480,196,18,10,2023-07-30,Card,18123.03,Pending
1481,352,18,1,2024-03-01,Card,21980.31,Pending
1482,476,1,6,2024-11-28,Card,14579.33,Pending
1483,44,9,9,2025-07-27,POS,4526.62,Pending
1484,161,15,2,2024-11-27,Online,33205.35,Pending
1485,432,28,6,2023-11-21,Cash,26149.06,Completed
1486,412,9,2,2025-08-10,POS,32096.04,Completed
1487,322,12,1,2023-11-26,POS,6220.17,Cancelled
1488,137,8,10,2024-07-15,Transfer,35182.61,Completed
1489,429,28,3,2024-09-02,Transfer,44413.71,Completed
1490,79,9,6,2023-09-20,Online,47912.74,Completed
1491,424,20,4,2024-07-11,Cash,13471.39,Completed
1492,468,3,7,2025-01-10,Online,39262.83,Completed
1493,182,11,6,2025-07-01,Cash,41865.63,Pending
1494,70,7,7,2023-08-22,POS,4623.65,Pending
1495,284,24,5,2025-08-24,Transfer,2423.85,Cancelled
1496,465,2,10,2025-01-01,Transfer,40959.84,Completed
1497,59,16,7,2025-01-11,Online,33918.37,Completed
1498,329,25,5,2025-11-25,Transfer,38448.24,Cancelled
1499,217,9,7,2023-12-10,Transfer,3571.48,Pending
1500,308,26,2,2023-06-06,Online,3109.19,Pending
1501,402,15,1,2024-02-20,Transfer,41245.19,Cancelled
1502,50,10,3,2023-02-19,Online,16060.89,Cancelled
1503,32,6,6,2025-06-06,Cash,14428.29,Completed
1504,313,24,6,2025-10-16,Online,4221.82,Pending
1505,158,10,2,2024-09-14,POS,6287.71,Cancelled
1506,50,7,5,2024-01-18,Online,40328.03,Pending
1507,407,30,3,2024-04-16,Online,39593.16,Cancelled
1508,19,16,7,2025-01-11,POS,16524.13,Pending
1509,384,10,10,2024-02-22,Online,39432.98,Completed
1510,57,30,8,2025-03-16,Card,27157.36,Cancelled
1511,23,15,3,2024-03-09,Cash,19946.28,Cancelled
